PTX Hexadecimal Floating-Point Constants
================================================================================

Total unique constants: 7607
Total occurrences: 1224282

DOUBLE-PRECISION CONSTANTS (0d/0D + 16 hex digits):
--------------------------------------------------------------------------------
0f7A1461A0: 1 occurrences
0f80000065: 1 occurrences
0f82411383: 1 occurrences
0fD0226492: 1 occurrences
0f83C7221C: 1 occurrences
0F60000000: 1 occurrences
0f4158375A: 1 occurrences
0f450BA000: 1 occurrences
0f83B91D15: 1 occurrences
0f3A963206: 1 occurrences
0f85659020: 1 occurrences
0f781155D6: 1 occurrences
0fBAC0E688: 1 occurrences
0f6604E1ED: 1 occurrences
0fBFC11389: 1 occurrences
0f7A113B04: 1 occurrences
0f821455FD: 1 occurrences
0f000028A3: 1 occurrences
0fFEEE4D5F: 1 occurrences
0f82546E75: 1 occurrences
0f7845ABD9: 1 occurrences
0fF9AEC04D: 1 occurrences
0f85B14C39: 1 occurrences
0fF820BAFC: 1 occurrences
0f12CC689E: 1 occurrences
0f780968E3: 1 occurrences
0f7B590387: 1 occurrences
0f9CEA5D8A: 1 occurrences
0f558EC2F6: 1 occurrences
0f00003079: 1 occurrences
0fF9B27EC5: 1 occurrences
0fFB4B3E4F: 1 occurrences
0f800003D2: 1 occurrences
0fE2D48C08: 1 occurrences
0f7BB71921: 1 occurrences
0f800004A8: 1 occurrences
0f53C8A44D: 1 occurrences
0f800003AF: 1 occurrences
0f000003DA: 1 occurrences
0f55280BA7: 1 occurrences
0f05BDB261: 1 occurrences
0f79BB7A4C: 1 occurrences
0f78390FD5: 1 occurrences
0fFB8C0167: 1 occurrences
0fFBACDA2B: 1 occurrences
0f822DECD5: 1 occurrences
0f820A4377: 1 occurrences
0fFB6F8C13: 1 occurrences
0f05869A5B: 1 occurrences
0fFBBF862C: 1 occurrences
0f000035C7: 1 occurrences
0fA886C8A3: 1 occurrences
0fFA10F5FD: 1 occurrences
0f6946DE11: 1 occurrences
0fF9B774D6: 1 occurrences
0f0000264C: 1 occurrences
0f83F6DB9C: 1 occurrences
0f43277333: 1 occurrences
0f05812E00: 1 occurrences
0f60D75DAD: 1 occurrences
0F8BCD0000: 1 occurrences
0f3F44DD2F: 1 occurrences
0f3EC9374C: 1 occurrences
0f3E418937: 1 occurrences
0f3F2F9DB2: 1 occurrences
0f3E2C0831: 1 occurrences
0f3F08B439: 1 occurrences
0f3E8B4396: 1 occurrences
0f3E0624DD: 1 occurrences
0f85A77369: 1 occurrences
0fFB81F147: 1 occurrences
0f85D245F3: 1 occurrences
0f059D127D: 1 occurrences
0fF812819A: 1 occurrences
0fA6C0CFCC: 1 occurrences
0fEAFEEBA7: 1 occurrences
0f05892D24: 1 occurrences
0f84DAB76C: 1 occurrences
0fD01B0BED: 1 occurrences
0f05C3242C: 1 occurrences
0f44113A3D: 1 occurrences
0f40F851EC: 1 occurrences
0fC0DC7AE1: 1 occurrences
0f4241999A: 1 occurrences
0f3FBC28F6: 1 occurrences
0fBD428F5C: 1 occurrences
0fBE849BA6: 1 occurrences
0f3EBC6A7F: 1 occurrences
0f3E872B02: 1 occurrences
0f3FF33334: 1 occurrences
0fBE4CCCC8: 1 occurrences
0fBDCCCCC8: 1 occurrences
0f3E4CCCC8: 1 occurrences
0fBD03126F: 1 occurrences
0f3FACCCCD: 1 occurrences
0fBCED9168: 1 occurrences
0f3FD5C28F: 1 occurrences
0fBEC8B439: 1 occurrences
0f41466666: 1 occurrences
0f3F4CCCCC: 1 occurrences
0f3E9EB852: 1 occurrences
0f3F12F1AA: 1 occurrences
0f3EED0E56: 1 occurrences
0f3F82D0E5: 1 occurrences
0f3F60F90A: 1 occurrences
0fBFE28F5C: 1 occurrences
0f3EB6C8B4: 1 occurrences
0f4048BFB1: 1 occurrences
0f3FE40000: 1 occurrences
0fBEE00000: 1 occurrences
0fBE600000: 1 occurrences
0f3EE00000: 1 occurrences
0f3FE60000: 1 occurrences
0fBED00000: 1 occurrences
0fBE500000: 1 occurrences
0f3ED00000: 1 occurrences
0f3F020C4A: 1 occurrences
0f4011FF07: 1 occurrences
0f3F0FF838: 1 occurrences
0f3E8FF838: 1 occurrences
0fBF0FF838: 1 occurrences
0f40176210: 1 occurrences
0f407EB353: 1 occurrences
0f4180D016: 1 occurrences
0f3FF9999A: 1 occurrences
0fBD4CCCD0: 1 occurrences
0f411BD70A: 1 occurrences
0fBEE147AE: 1 occurrences
0fBD19999A: 1 occurrences
0fC3FA0000: 1 occurrences
0fC00EB852: 1 occurrences
0fBF59999A: 1 occurrences
0f7B82CF25: 1 occurrences
0f82411007: 1 occurrences
0f782BCC93: 1 occurrences
0f79C853D9: 1 occurrences
0fC6408400: 1 occurrences
0f00000073: 1 occurrences
0f9109E453: 1 occurrences
0f00000338: 1 occurrences
0f03C88BA0: 1 occurrences
0fC4F08CCD: 1 occurrences
0f820A162A: 1 occurrences
0f783E20B8: 1 occurrences
0f85721C64: 1 occurrences
0f0411E9C0: 1 occurrences
0f024E3290: 1 occurrences
0fC63F9C00: 1 occurrences
0fAB8CBCCC: 1 occurrences
0f8208CB24: 1 occurrences
0fB654AAE0: 1 occurrences
0f7BA12BE4: 1 occurrences
0fE2C3FDC1: 1 occurrences
0f4CC22144: 1 occurrences
0f057726BE: 1 occurrences
0f3F2CB911: 1 occurrences
0f83D0BAAD: 1 occurrences
0fFB84CD71: 1 occurrences
0f2BB5CE00: 1 occurrences
0f7B57B932: 1 occurrences
0f8E05D6EE: 1 occurrences
0f7A0B81B5: 1 occurrences
0f00000451: 1 occurrences
0f110DB5EE: 1 occurrences
0f800027B0: 1 occurrences
0fAD369FDE: 1 occurrences
0f7B74B56B: 1 occurrences
0f47D94E00: 1 occurrences
0fF86DC482: 1 occurrences
0f83E1217D: 1 occurrences
0f00003008: 1 occurrences
0f7BB5AC48: 1 occurrences
0f00000363: 1 occurrences
0f85B10D9C: 1 occurrences
0fFBBE7977: 1 occurrences
0f30B20651: 1 occurrences
0f503EE9E7: 1 occurrences
0fCD3D3580: 1 occurrences
0f79FDEE15: 1 occurrences
0f800002CD: 1 occurrences
0f03E0B03E: 1 occurrences
0f00001E09: 1 occurrences
0f4015C28F: 1 occurrences
0fBEBFF66F: 1 occurrences
0fC02976A3: 1 occurrences
0f3D7C5155: 1 occurrences
0fBAC60CBF: 1 occurrences
0f79E9548C: 1 occurrences
0f03BBB323: 1 occurrences
0f9659CD9D: 1 occurrences
0f83C50EBA: 1 occurrences
0fA1870CE7: 1 occurrences
0f53DDD74E: 1 occurrences
0f0283579A: 1 occurrences
0f86AB8574: 1 occurrences
0f7A8D789B: 1 occurrences
0fF82514DB: 1 occurrences
0f41981AA0: 1 occurrences
0f41CA0625: 1 occurrences
0f431D4000: 1 occurrences
0f3F800054: 1 occurrences
0f3FE2DFC5: 1 occurrences
0fBF37B7FB: 1 occurrences
0fBF324775: 1 occurrences
0fFBA54FEC: 1 occurrences
0f0000055C: 1 occurrences
0f79E50033: 1 occurrences
0fAD7E2300: 1 occurrences
0f3E257D18: 1 occurrences
0f0283AB3A: 1 occurrences
0f81E00000: 1 occurrences
0f80001E37: 1 occurrences
0f00002F4C: 1 occurrences
0f7B97B713: 1 occurrences
0f7BA24763: 1 occurrences
0f8FC1E3C3: 1 occurrences
0fE1171A64: 1 occurrences
0f8242964A: 1 occurrences
0f8212868D: 1 occurrences
0fA6B1DA41: 1 occurrences
0f05B2A8AC: 1 occurrences
0f83FE2C86: 1 occurrences
0f0000036E: 1 occurrences
0f3FC4B95B: 1 occurrences
0f83B234B4: 1 occurrences
0fF7FF9D97: 1 occurrences
0F69A9CC79: 1 occurrences
0FA9534D98: 1 occurrences
0F737BD6A7: 1 occurrences
0F6A7A2955: 1 occurrences
0f3BD1B717: 1 occurrences
0fC12E0625: 1 occurrences
0f3D48BC8B: 1 occurrences
0f05A09D00: 1 occurrences
0f83B57D56: 1 occurrences
0f82222343: 1 occurrences
0fF9E88380: 1 occurrences
0f273D826F: 1 occurrences
0f8000035B: 1 occurrences
0f80000057: 1 occurrences
0f800022D0: 1 occurrences
0f8277C7AF: 1 occurrences
0fF82F6C46: 1 occurrences
0f9E491C28: 1 occurrences
0f05722748: 1 occurrences
0f8228F87A: 1 occurrences
0f0000006C: 1 occurrences
0fD54C2D8C: 1 occurrences
0f44984000: 1 occurrences
0f79C3EFB8: 1 occurrences
0fFA004456: 1 occurrences
0fFB6CA396: 1 occurrences
0f05583A6A: 1 occurrences
0f1EA3A61E: 1 occurrences
0f000002ED: 1 occurrences
0f821DBDC5: 1 occurrences
0f85909EB9: 1 occurrences
0f0591C201: 1 occurrences
0f962F5AAD: 1 occurrences
0fDF2A27D3: 1 occurrences
0f800027E4: 1 occurrences
0f856574E7: 1 occurrences
0fF9D09DE2: 1 occurrences
0f83D600EB: 1 occurrences
0fFB9FB52E: 1 occurrences
0fF9108590: 1 occurrences
0f1B1D03EA: 1 occurrences
0f8FC5A1BE: 1 occurrences
0fFB760E8B: 1 occurrences
0f79CA781B: 1 occurrences
0f80000353: 1 occurrences
0f83E1A883: 1 occurrences
0f2358D2B2: 1 occurrences
0f83C59165: 1 occurrences
0fFB8A194B: 1 occurrences
0fF80689AB: 1 occurrences
0fA1BC6020: 1 occurrences
0f0000036B: 1 occurrences
0f9B457748: 1 occurrences
0fC53B8000: 1 occurrences
0f83B2BBBA: 1 occurrences
0f26B505E9: 1 occurrences
0f03C255D4: 1 occurrences
0f842254EA: 1 occurrences
0f825912AB: 1 occurrences
0f3F806E2E: 1 occurrences
0f00002887: 1 occurrences
0fBEB987D1: 1 occurrences
0f4230FA1A: 1 occurrences
0f8561FD72: 1 occurrences
0fF9A603E2: 1 occurrences
0f84095685: 1 occurrences
0f503A3D71: 1 occurrences
0f7BB914F5: 1 occurrences
0fAD9CBC71: 1 occurrences
0fA0BE2770: 1 occurrences
0f8000049C: 1 occurrences
0f43889333: 1 occurrences
0f41050625: 1 occurrences
0fC72FC800: 1 occurrences
0f40490FF9: 1 occurrences
0fBF098BA4: 1 occurrences
0f3FCF0AFE: 1 occurrences
0fBDA4534C: 1 occurrences
0fBD908894: 1 occurrences
0f3FAAD499: 1 occurrences
0fBE873040: 1 occurrences
0fBCACDE1A: 1 occurrences
0fBE6866A1: 1 occurrences
0f3F9FC04D: 1 occurrences
0f3F7FFF58: 1 occurrences
0f2D973B32: 1 occurrences
0f7BA5C640: 1 occurrences
0f824E66D4: 1 occurrences
0f781CB64F: 1 occurrences
0fBFFD119D: 1 occurrences
0f0000352E: 1 occurrences
0f7835BF04: 1 occurrences
0f2370D27F: 1 occurrences
0f8414D28F: 1 occurrences
0f7A00C486: 1 occurrences
0f80000550: 1 occurrences
0fFB820500: 1 occurrences
0f85B32069: 1 occurrences
0fEFD4EB11: 1 occurrences
0f9D0441A9: 1 occurrences
0f04250975: 1 occurrences
0f79A41ACA: 1 occurrences
0f80000052: 1 occurrences
0f05CE670C: 1 occurrences
0fF9A23995: 1 occurrences
0f7B8A080A: 1 occurrences
0f00002D5B: 1 occurrences
0f783A57FF: 1 occurrences
0f449C1CCD: 1 occurrences
0f00000082: 1 occurrences
0f8224CE39: 1 occurrences
0f2BFA1AC6: 1 occurrences
0f441C4000: 1 occurrences
0f4461D333: 1 occurrences
0f3E4A9922: 1 occurrences
0f3EEFCAED: 1 occurrences
0fBF78240B: 1 occurrences
0fBFC4BFB1: 1 occurrences
0f404F645A: 1 occurrences
0fBEFF3B64: 1 occurrences
0f3FF020C5: 1 occurrences
0f3D2A64C3: 1 occurrences
0f3D63BCD3: 1 occurrences
0f3F87559B: 1 occurrences
0f0287469E: 1 occurrences
0f8558A74E: 1 occurrences
0f3FEC53A7: 1 occurrences
0fBE9D62C8: 1 occurrences
0fBE1D62C8: 1 occurrences
0f3E9D62C8: 1 occurrences
0fCE680000: 1 occurrences
0f022E713E: 1 occurrences
0f058F5AC6: 1 occurrences
0f6ABC224B: 1 occurrences
0f82371269: 1 occurrences
0f03D45611: 1 occurrences
0f05A36E66: 1 occurrences
0f85B89241: 1 occurrences
0fF9BFCEA6: 1 occurrences
0f8570530D: 1 occurrences
0fB7680766: 1 occurrences
0f3FDEC179: 1 occurrences
0fBF04FA1C: 1 occurrences
0f3F04FA1C: 1 occurrences
0fBE84FA1C: 1 occurrences
0f783D82F2: 1 occurrences
0fC3182B85: 1 occurrences
0f79F564F0: 1 occurrences
0fE77874B8: 1 occurrences
0f022E6A46: 1 occurrences
0f34000058: 1 occurrences
0f3F04F69F: 1 occurrences
0f269B69F0: 1 occurrences
0f629AAC1B: 1 occurrences
0f84165CBE: 1 occurrences
0f02641C98: 1 occurrences
0f80002A47: 1 occurrences
0f85D3AA90: 1 occurrences
0f78533DFE: 1 occurrences
0f0229AA30: 1 occurrences
0fFA011954: 1 occurrences
0f85AE960C: 1 occurrences
0f8000007E: 1 occurrences
0f05BACDEC: 1 occurrences
0f3405C44A: 1 occurrences
0fF9FFB3AE: 1 occurrences
0f00000365: 1 occurrences
0f026C0515: 1 occurrences
0f3F981834: 1 occurrences
0f8583A2D8: 1 occurrences
0f859861F8: 1 occurrences
0f05C2349D: 1 occurrences
0f9806DDA7: 1 occurrences
0fA5613631: 1 occurrences
0f8213658F: 1 occurrences
0f505665DD: 1 occurrences
0fD546A236: 1 occurrences
0f60DE3C45: 1 occurrences
0fFB98E64B: 1 occurrences
0f056BF6ED: 1 occurrences
0f8000038C: 1 occurrences
0f80000535: 1 occurrences
0f80002730: 1 occurrences
0f020D22B1: 1 occurrences
0f7B887636: 1 occurrences
0f79A77A97: 1 occurrences
0fBFC7C84B: 1 occurrences
0f025E7A03: 1 occurrences
0f14B8ACDF: 1 occurrences
0f4296CCCD: 1 occurrences
0f783AE2D6: 1 occurrences
0f79A5B10D: 1 occurrences
0f00001C3C: 1 occurrences
0fFA183CBB: 1 occurrences
0f80002DB2: 1 occurrences
0fF9B0A965: 1 occurrences
0f3D0B1C15: 1 occurrences
0f426B8E1C: 1 occurrences
0f7A000733: 1 occurrences
0f00000471: 1 occurrences
0f35BB6881: 1 occurrences
0fB456939A: 1 occurrences
0f44700000: 1 occurrences
0f44178000: 1 occurrences
0f43A60000: 1 occurrences
0f43B80000: 1 occurrences
0f44238000: 1 occurrences
0f410C0000: 1 occurrences
0f79CD6586: 1 occurrences
0f05776814: 1 occurrences
0fF81B67D5: 1 occurrences
0f00000064: 1 occurrences
0f79D790C4: 1 occurrences
0fFBAD3CC6: 1 occurrences
0f3EBAE148: 1 occurrences
0f3F866666: 1 occurrences
0f2D405EDD: 1 occurrences
0f5F87E09F: 1 occurrences
0fD6D282FB: 1 occurrences
0fC11CCCCD: 1 occurrences
0f449A4000: 1 occurrences
0f857D9DE0: 1 occurrences
0f394D5D16: 1 occurrences
0fADA8E950: 1 occurrences
0f8570FBD5: 1 occurrences
0f6E720DC1: 1 occurrences
0f000003F2: 1 occurrences
0f29A084F5: 1 occurrences
0fFB942BE2: 1 occurrences
0f023D247E: 1 occurrences
0f40266666: 1 occurrences
0fBF666664: 1 occurrences
0fBFCCCCCE: 1 occurrences
0fC0133333: 1 occurrences
0fC03FFFFF: 1 occurrences
0f41016727: 1 occurrences
0f414B4403: 1 occurrences
0f3F475F7D: 1 occurrences
0fC1025CC3: 1 occurrences
0fC14CC5D0: 1 occurrences
0fBFA45AF2: 1 occurrences
0f67BA1A8E: 1 occurrences
0f85BD9F52: 1 occurrences
0f00000057: 1 occurrences
0f1CF2B4FC: 1 occurrences
0fF874F422: 1 occurrences
0fF7A76F8C: 1 occurrences
0f6C562689: 1 occurrences
0f8FBB540E: 1 occurrences
0f026E97A7: 1 occurrences
0F3B000000: 1 occurrences
0F55CF0000: 1 occurrences
0f3DD0E560: 1 occurrences
0f39BCBE62: 1 occurrences
0f402E5604: 1 occurrences
0f3E96872B: 1 occurrences
0f3A1B3073: 1 occurrences
0f39980B24: 1 occurrences
0f3DFD8ADB: 1 occurrences
0f3C6F34D7: 1 occurrences
0f3E1CAC08: 1 occurrences
0f40ACF5C3: 1 occurrences
0f416D6873: 1 occurrences
0f3826EEED: 1 occurrences
0f4808B800: 1 occurrences
0f4155B5C8: 1 occurrences
0f46160000: 1 occurrences
0f42C0F87F: 1 occurrences
0fBF266666: 1 occurrences
0f3EB33333: 1 occurrences
0fC1D5B5C8: 1 occurrences
0f471C4000: 1 occurrences
0f45C80000: 1 occurrences
0f44AF0000: 1 occurrences
0fC20C0000: 1 occurrences
0f43E10000: 1 occurrences
0f34210FB0: 1 occurrences
0f3B79096C: 1 occurrences
0fB83CBE62: 1 occurrences
0f3D889552: 1 occurrences
0f41A00EFB: 1 occurrences
0fC395FFFF: 1 occurrences
0f3FA28F5C: 1 occurrences
0fFF1E90FF: 1 occurrences
0f79E66B13: 1 occurrences
0f05D2302C: 1 occurrences
0f858876C0: 1 occurrences
0f8000043C: 1 occurrences
0f000037AF: 1 occurrences
0fAD880154: 1 occurrences
0f7BBA4E0A: 1 occurrences
0f786CE7A0: 1 occurrences
0fFA06E65C: 1 occurrences
0f30A61BD5: 1 occurrences
0fD087237D: 1 occurrences
0f82544B9D: 1 occurrences
0f79C19C21: 1 occurrences
0f841E80E7: 1 occurrences
0f5A3E5E5D: 1 occurrences
0f00002514: 1 occurrences
0f8000030E: 1 occurrences
0f83AF7BCE: 1 occurrences
0f3E4EBD5D: 1 occurrences
0f8000004D: 1 occurrences
0f58851DAD: 1 occurrences
0f85B2FFC9: 1 occurrences
0fF82BBFF4: 1 occurrences
0f3FEB918E: 1 occurrences
0fBEA3738C: 1 occurrences
0fBE23738C: 1 occurrences
0f3EA3738C: 1 occurrences
0f3FE323A0: 1 occurrences
0fBEE6E2FC: 1 occurrences
0fBE66E2FC: 1 occurrences
0f3EE6E2FC: 1 occurrences
0f4E6A0000: 1 occurrences
0f40133333: 1 occurrences
0f4CD4FBED: 1 occurrences
0fA206B0D5: 1 occurrences
0fF7F81275: 1 occurrences
0f00000464: 1 occurrences
0f05990295: 1 occurrences
0fF9F66943: 1 occurrences
0f0000037E: 1 occurrences
0fE4175FE7: 1 occurrences
0f79A76AD0: 1 occurrences
0fFBA01CB8: 1 occurrences
0fBE0810DC: 1 occurrences
0f34000079: 1 occurrences
0fF847B47F: 1 occurrences
0fA83F46E2: 1 occurrences
0f3EB16AB6: 1 occurrences
0fBC36E0D2: 1 occurrences
0f8E07D7ED: 1 occurrences
0fE124525A: 1 occurrences
0f0417A13C: 1 occurrences
0f58670EA0: 1 occurrences
0f83C35F9B: 1 occurrences
0f7B6BC5B8: 1 occurrences
0fA8AC19BE: 1 occurrences
0f166368DB: 1 occurrences
0fFBA7F5DA: 1 occurrences
0f505E759E: 1 occurrences
0f83E883D3: 1 occurrences
0f781826CC: 1 occurrences
0f2D9D0DE3: 1 occurrences
0f99AF4DCD: 1 occurrences
0f4EBB31C1: 1 occurrences
0f83F5C934: 1 occurrences
0fFB4175AC: 1 occurrences
0f7BA8AC46: 1 occurrences
0f821C308A: 1 occurrences
0f80001F03: 1 occurrences
0f0E1E1AFE: 1 occurrences
0f3F1DE9E6: 1 occurrences
0f3F2E147B: 1 occurrences
0f85C21C1D: 1 occurrences
0fFA009140: 1 occurrences
0f6E3C087F: 1 occurrences
0f3FBC087F: 1 occurrences
0fBFBC087F: 1 occurrences
0f6E000000: 1 occurrences
0f633C087F: 1 occurrences
0fF8242833: 1 occurrences
0f50617FD0: 1 occurrences
0fF78454D8: 1 occurrences
0f78254758: 1 occurrences
0f000003DE: 1 occurrences
0f80002B32: 1 occurrences
0fFBE5634C: 1 occurrences
0fF00EAA18: 1 occurrences
0fBD998930: 1 occurrences
0f7A0713B8: 1 occurrences
0f7B5C1864: 1 occurrences
0f7BAFEF07: 1 occurrences
0f820917CC: 1 occurrences
0f83B80AAE: 1 occurrences
0fF8740DC9: 1 occurrences
0f21C0C69E: 1 occurrences
0f3C571DBB: 1 occurrences
0f059126D6: 1 occurrences
0f4B33D710: 1 occurrences
0f424F490F: 1 occurrences
0f5517F37B: 1 occurrences
0f054DCE99: 1 occurrences
0f7B59C3D0: 1 occurrences
0fFA091C5E: 1 occurrences
0fDF3A12C9: 1 occurrences
0f14B66EC9: 1 occurrences
0fF84D4072: 1 occurrences
0fF9CCDB79: 1 occurrences
0f0000297B: 1 occurrences
0fE125086D: 1 occurrences
0f80000056: 1 occurrences
0f058E0EA8: 1 occurrences
0f996ACD6B: 1 occurrences
0fFB7383BC: 1 occurrences
0fD8C98E2E: 1 occurrences
0f022854B5: 1 occurrences
0f782DEB4F: 1 occurrences
0f92CE9006: 1 occurrences
0f40A80000: 1 occurrences
0fC0A80000: 1 occurrences
0f26CE9320: 1 occurrences
0f80000346: 1 occurrences
0f92EC25C0: 1 occurrences
0fB0954E49: 1 occurrences
0f782855E5: 1 occurrences
0f0411CF9D: 1 occurrences
0f000029C4: 1 occurrences
0fC2AE0000: 1 occurrences
0f60CE15CC: 1 occurrences
0fE455014C: 1 occurrences
0fFB8B59C5: 1 occurrences
0f7B84E129: 1 occurrences
0f05B522F5: 1 occurrences
0f5077A474: 1 occurrences
0f7A02A1C9: 1 occurrences
0f83DF7AFE: 1 occurrences
0fF838C41A: 1 occurrences
0f8282577D: 1 occurrences
0fFB41E224: 1 occurrences
0f8594B159: 1 occurrences
0f0585BB21: 1 occurrences
0f7873DB4C: 1 occurrences
0f79E84072: 1 occurrences
0fC98F4300: 1 occurrences
0f00000086: 1 occurrences
0f8256AD66: 1 occurrences
0f05839D66: 1 occurrences
0fDA5CA342: 1 occurrences
0fF9F0F8EC: 1 occurrences
0fF8478203: 1 occurrences
0f144BC149: 1 occurrences
0f288A2269: 1 occurrences
0fC18B3F7D: 1 occurrences
0f83B0C27A: 1 occurrences
0f8DF8ADB7: 1 occurrences
0f65B05181: 1 occurrences
0f1B228D5B: 1 occurrences
0f8000038E: 1 occurrences
0f7B7758E1: 1 occurrences
0fF9FA0C1E: 1 occurrences
0f00002EDF: 1 occurrences
0f0248DCA4: 1 occurrences
0f00001FB3: 1 occurrences
0f02239122: 1 occurrences
0f00000061: 1 occurrences
0fF9C1F6DA: 1 occurrences
0f23D271A9: 1 occurrences
0f000004EE: 1 occurrences
0f1309F3BB: 1 occurrences
0f5BE0C7BB: 1 occurrences
0f0000007C: 1 occurrences
0fFB8889EF: 1 occurrences
0fFA1193C3: 1 occurrences
0fD2399CD3: 1 occurrences
0fF8365CCA: 1 occurrences
0f05AEF80C: 1 occurrences
0f35A508BC: 1 occurrences
0f80002169: 1 occurrences
0fC20BACB3: 1 occurrences
0f164563B9: 1 occurrences
0f4A742400: 1 occurrences
0fB7D1B717: 1 occurrences
0f4EA8D2FE: 1 occurrences
0fF9D790C4: 1 occurrences
0f02679F97: 1 occurrences
0fB0A4DBA8: 1 occurrences
0f7A13FD0C: 1 occurrences
0f7A094FA4: 1 occurrences
0f83EE784A: 1 occurrences
0fF821DA21: 1 occurrences
0fFBB92149: 1 occurrences
0f0000311B: 1 occurrences
0fC7D5CA00: 1 occurrences
0f0582E702: 1 occurrences
0f855E296F: 1 occurrences
0f3FD792F4: 1 occurrences
0f027E0710: 1 occurrences
0fF9E9CED2: 1 occurrences
0f7BA37912: 1 occurrences
0f21D792F4: 1 occurrences
0fBFD792F4: 1 occurrences
0f21800000: 1 occurrences
0f16D792F4: 1 occurrences
0f82454F30: 1 occurrences
0f799A65E0: 1 occurrences
0f1B186BDF: 1 occurrences
0fF9BEC661: 1 occurrences
0f32800000: 1 occurrences
0f24AAAAAB: 1 occurrences
0f3EC3910D: 1 occurrences
0f558FF829: 1 occurrences
0f7BA8988D: 1 occurrences
0f66141CB8: 1 occurrences
0fEB14F9A9: 1 occurrences
0f8408E546: 1 occurrences
0f040C3016: 1 occurrences
0fB0EB9588: 1 occurrences
0fB7A2DF8B: 1 occurrences
0f79CDD3F7: 1 occurrences
0f05B81A78: 1 occurrences
0f7BAAA32C: 1 occurrences
0f0419C1B0: 1 occurrences
0f30BEB95A: 1 occurrences
0f83FBC206: 1 occurrences
0f83E357B8: 1 occurrences
0f00002CCE: 1 occurrences
0f571176EF: 1 occurrences
0f00000060: 1 occurrences
0f83B7399C: 1 occurrences
0fB106A7E3: 1 occurrences
0f3782A935: 1 occurrences
0f40128F5C: 1 occurrences
0f3F147AE0: 1 occurrences
0fBF147AE0: 1 occurrences
0f40016872: 1 occurrences
0f3D343940: 1 occurrences
0fBD343940: 1 occurrences
0fB0CE288E: 1 occurrences
0f3009705F: 1 occurrences
0f8589DB5D: 1 occurrences
0f6E04082B: 1 occurrences
0f00000049: 1 occurrences
0fBAEC6010: 1 occurrences
0f12AFDAD6: 1 occurrences
0fABAB6EAD: 1 occurrences
0f3EC11A7C: 1 occurrences
0fBF6D182C: 1 occurrences
0f783974CE: 1 occurrences
0f160049A8: 1 occurrences
0f79DF2D40: 1 occurrences
0fFBB06F38: 1 occurrences
0fF9DA4AE8: 1 occurrences
0f0000317C: 1 occurrences
0f0250C521: 1 occurrences
0f7B069580: 1 occurrences
0fF86F194C: 1 occurrences
0f78301383: 1 occurrences
0f822783A3: 1 occurrences
0f10B95D33: 1 occurrences
0fCA41CDDB: 1 occurrences
0fDA27E315: 1 occurrences
0fD58D599B: 1 occurrences
0f8000041A: 1 occurrences
0fE42503FC: 1 occurrences
0fFBAFE7A2: 1 occurrences
0f82368010: 1 occurrences
0f4016FC26: 1 occurrences
0f3F37E134: 1 occurrences
0fBF37E134: 1 occurrences
0f3EB7E134: 1 occurrences
0f402DF84D: 1 occurrences
0fBDE147AE: 1 occurrences
0fD8908C65: 1 occurrences
0f6953742E: 1 occurrences
0f79A99304: 1 occurrences
0f2A1D8C14: 1 occurrences
0f644917A7: 1 occurrences
0fBE2EF0AE: 1 occurrences
0f79BF28FC: 1 occurrences
0f84117AAE: 1 occurrences
0fFB5314F9: 1 occurrences
0f7A0A2894: 1 occurrences
0f00000386: 1 occurrences
0f826092A0: 1 occurrences
0fC31735C3: 1 occurrences
0f840FACFC: 1 occurrences
0f800002F2: 1 occurrences
0f7823B04B: 1 occurrences
0f0000054B: 1 occurrences
0f4B96FE4C: 1 occurrences
0f05C32174: 1 occurrences
0f83DF1276: 1 occurrences
0fB112C964: 1 occurrences
0fB401B0E6: 1 occurrences
0fD03BB5BE: 1 occurrences
0f481A1A00: 1 occurrences
0f82851AD7: 1 occurrences
0f8E0E97ED: 1 occurrences
0f0222775D: 1 occurrences
0f0580A89C: 1 occurrences
0fF82197DE: 1 occurrences
0f85C93695: 1 occurrences
0f85918E48: 1 occurrences
0f8F819AC7: 1 occurrences
0f80002613: 1 occurrences
0f058D5DB6: 1 occurrences
0f0000053F: 1 occurrences
0fF822944D: 1 occurrences
0f7B8167F8: 1 occurrences
0fF86B0800: 1 occurrences
0f00000075: 1 occurrences
0f026FE629: 1 occurrences
0fF83EBB56: 1 occurrences
0f80000510: 1 occurrences
0fAA5B1F65: 1 occurrences
0f03F4B272: 1 occurrences
0f6E57CDBD: 1 occurrences
0f80002279: 1 occurrences
0f05B9A7EB: 1 occurrences
0f05900E71: 1 occurrences
0f855B8BC2: 1 occurrences
0fFBAD77F0: 1 occurrences
0f80000586: 1 occurrences
0f394B4995: 1 occurrences
0f7B8F5B4A: 1 occurrences
0fC096CBE4: 1 occurrences
0f3DA32000: 1 occurrences
0f421DB000: 1 occurrences
0f3BCFCDAC: 1 occurrences
0f4048E06B: 1 occurrences
0f3F2D9168: 1 occurrences
0fFF00FF00: 1 occurrences
0f03BE67AE: 1 occurrences
0fC81E5480: 1 occurrences
0f2F490D3A: 1 occurrences
0f0000050B: 1 occurrences
0f79EC1A86: 1 occurrences
0fF8456346: 1 occurrences
0fC2234D7D: 1 occurrences
0fD854E651: 1 occurrences
0fFB7EFE3D: 1 occurrences
0fB0DBD8EC: 1 occurrences
0f058B8C34: 1 occurrences
